   1.0000000000000000e+00   0.0000000000000000e+00
   9.9999914327133610e-01   1.6362162681634053e-04
   9.9999828654267220e-01   3.2724325363268106e-04
   9.9999742981400841e-01   4.9086488044902156e-04
   9.9999657308534451e-01   6.5448650726536212e-04
   9.9999571635668061e-01   8.1810813408170267e-04
   9.9999485962801682e-01   9.8172976089804312e-04
   9.9999400289935292e-01   1.1453513877143838e-03
   9.9999314617068902e-01   1.3089730145307242e-03
   9.9999228944202512e-01   1.4725946413470647e-03
   9.9999143271336122e-01   1.6362162681634053e-03
   9.9999057598469743e-01   1.7998378949797458e-03
   9.9998971925603353e-01   1.9634595217960862e-03
   9.9998886252736963e-01   2.1270811486124269e-03
   9.9998800579870584e-01   2.2907027754287676e-03
   9.9998714907004194e-01   2.4543244022451078e-03
   9.9998629234137804e-01   2.6179460290614485e-03
   9.9998543561271414e-01   2.7815676558777891e-03
   9.9998457888405023e-01   2.9451892826941294e-03
   9.9998372215538645e-01   3.1088109095104700e-03
   9.9998286542672254e-01   3.2724325363268107e-03
   9.9998200869805864e-01   3.4360541631431509e-03
   9.9998115196939485e-01   3.5996757899594916e-03
   9.9998029524073095e-01   3.7632974167758322e-03
   9.9997943851206705e-01   3.9269190435921725e-03
   9.9997858178340315e-01   4.0905406704085136e-03
   9.9997772505473925e-01   4.2541622972248538e-03
   9.9997686832607546e-01   4.4177839240411940e-03
   9.9997601159741156e-01   4.5814055508575351e-03
   9.9997515486874766e-01   4.7450271776738754e-03
   9.9997429814008387e-01   4.9086488044902156e-03
   9.9997344141141997e-01   5.0722704313065567e-03
   9.9997258468275607e-01   5.2358920581228969e-03
   9.9997172795409217e-01   5.3995136849392372e-03
   9.9997087122542827e-01   5.5631353117555783e-03
   9.9997001449676448e-01   5.7267569385719185e-03
   9.9996915776810058e-01   5.8903785653882587e-03
   9.9996830103943668e-01   6.0540001922045998e-03
   9.9996744431077289e-01   6.2176218190209400e-03
   9.9996658758210899e-01   6.3812434458372803e-03
   9.9996573085344509e-01   6.5448650726536214e-03
   9.9996487412478119e-01   6.7084866994699616e-03
   9.9996401739611729e-01   6.8721083262863018e-03
   9.9996316066745350e-01   7.0357299531026429e-03
   9.9996230393878960e-01   7.1993515799189832e-03
   9.9996144721012570e-01   7.3629732067353234e-03
   9.9996059048146191e-01   7.5265948335516645e-03
   9.9995973375279801e-01   7.6902164603680047e-03
   9.9995887702413411e-01   7.8538380871843450e-03
   9.9995802029547021e-01   8.0174597140006860e-03
   9.9995716356680631e-01   8.1810813408170271e-03
   9.9995630683814252e-01   8.3447029676333665e-03
   9.9995545010947862e-01   8.5083245944497076e-03
   9.9995459338081472e-01   8.6719462212660487e-03
   9.9995373665215093e-01   8.8355678480823881e-03
   9.9995287992348703e-01   8.9991894748987292e-03
   9.9995202319482313e-01   9.1628111017150703e-03
   9.9995116646615922e-01   9.3264327285314096e-03
   9.9995030973749532e-01   9.4900543553477507e-03
   9.9994945300883153e-01   9.6536759821640918e-03
   9.9994859628016763e-01   9.8172976089804312e-03
   9.9994773955150373e-01   9.9809192357967723e-03
   9.9994688282283994e-01   1.0144540862613113e-02
   9.9994602609417604e-01   1.0308162489429453e-02
   9.9994516936551214e-01   1.0471784116245794e-02
   9.8437500000000000e-01   0.0000000000000000e+00
   9.8437414327133610e-01   1.6362162681634053e-04
   9.8437328654267220e-01   3.2724325363268106e-04
   9.8437242981400841e-01   4.9086488044902156e-04
   9.8437157308534451e-01   6.5448650726536212e-04
   9.8437071635668061e-01   8.1810813408170267e-04
   9.8436985962801682e-01   9.8172976089804312e-04
   9.8436900289935292e-01   1.1453513877143838e-03
   9.8436814617068902e-01   1.3089730145307242e-03
   9.8436728944202512e-01   1.4725946413470647e-03
   9.8436643271336122e-01   1.6362162681634053e-03
   9.8436557598469743e-01   1.7998378949797458e-03
   9.8436471925603353e-01   1.9634595217960862e-03
   9.8436386252736963e-01   2.1270811486124269e-03
   9.8436300579870584e-01   2.2907027754287676e-03
   9.8436214907004194e-01   2.4543244022451078e-03
   9.8436129234137804e-01   2.6179460290614485e-03
   9.8436043561271414e-01   2.7815676558777891e-03
   9.8435957888405023e-01   2.9451892826941294e-03
   9.8435872215538645e-01   3.1088109095104700e-03
   9.8435786542672254e-01   3.2724325363268107e-03
   9.8435700869805864e-01   3.4360541631431509e-03
   9.8435615196939485e-01   3.5996757899594916e-03
   9.8435529524073095e-01   3.7632974167758322e-03
   9.8435443851206705e-01   3.9269190435921725e-03
   9.8435358178340315e-01   4.0905406704085136e-03
   9.8435272505473925e-01   4.2541622972248538e-03
   9.8435186832607546e-01   4.4177839240411940e-03
   9.8435101159741156e-01   4.5814055508575351e-03
   9.8435015486874766e-01   4.7450271776738754e-03
   9.8434929814008387e-01   4.9086488044902156e-03
   9.8434844141141997e-01   5.0722704313065567e-03
   9.8434758468275607e-01   5.2358920581228969e-03
   9.8434672795409217e-01   5.3995136849392372e-03
   9.8434587122542827e-01   5.5631353117555783e-03
   9.8434501449676448e-01   5.7267569385719185e-03
   9.8434415776810058e-01   5.8903785653882587e-03
   9.8434330103943668e-01   6.0540001922045998e-03
   9.8434244431077289e-01   6.2176218190209400e-03
   9.8434158758210899e-01   6.3812434458372803e-03
   9.8434073085344509e-01   6.5448650726536214e-03
   9.8433987412478119e-01   6.7084866994699616e-03
   9.8433901739611729e-01   6.8721083262863018e-03
   9.8433816066745350e-01   7.0357299531026429e-03
   9.8433730393878960e-01   7.1993515799189832e-03
   9.8433644721012570e-01   7.3629732067353234e-03
   9.8433559048146191e-01   7.5265948335516645e-03
   9.8433473375279801e-01   7.6902164603680047e-03
   9.8433387702413411e-01   7.8538380871843450e-03
   9.8433302029547021e-01   8.0174597140006860e-03
   9.8433216356680631e-01   8.1810813408170271e-03
   9.8433130683814252e-01   8.3447029676333665e-03
   9.8433045010947862e-01   8.5083245944497076e-03
   9.8432959338081472e-01   8.6719462212660487e-03
   9.8432873665215093e-01   8.8355678480823881e-03
   9.8432787992348703e-01   8.9991894748987292e-03
   9.8432702319482313e-01   9.1628111017150703e-03
   9.8432616646615922e-01   9.3264327285314096e-03
   9.8432530973749532e-01   9.4900543553477507e-03
   9.8432445300883153e-01   9.6536759821640918e-03
   9.8432359628016763e-01   9.8172976089804312e-03
   9.8432273955150373e-01   9.9809192357967723e-03
   9.8432188282283994e-01   1.0144540862613113e-02
   9.8432102609417604e-01   1.0308162489429453e-02
   9.6875000000000000e-01   0.0000000000000000e+00
   9.6874914327133610e-01   1.6362162681634053e-04
   9.6874828654267220e-01   3.2724325363268106e-04
   9.6874742981400841e-01   4.9086488044902156e-04
   9.6874657308534451e-01   6.5448650726536212e-04
   9.6874571635668061e-01   8.1810813408170267e-04
   9.6874485962801682e-01   9.8172976089804312e-04
   9.6874400289935292e-01   1.1453513877143838e-03
   9.6874314617068902e-01   1.3089730145307242e-03
   9.6874228944202512e-01   1.4725946413470647e-03
   9.6874143271336122e-01   1.6362162681634053e-03
   9.6874057598469743e-01   1.7998378949797458e-03
   9.6873971925603353e-01   1.9634595217960862e-03
   9.6873886252736963e-01   2.1270811486124269e-03
   9.6873800579870584e-01   2.2907027754287676e-03
   9.6873714907004194e-01   2.4543244022451078e-03
   9.6873629234137804e-01   2.6179460290614485e-03
   9.6873543561271414e-01   2.7815676558777891e-03
   9.6873457888405023e-01   2.9451892826941294e-03
   9.6873372215538645e-01   3.1088109095104700e-03
   9.6873286542672254e-01   3.2724325363268107e-03
   9.6873200869805864e-01   3.4360541631431509e-03
   9.6873115196939485e-01   3.5996757899594916e-03
   9.6873029524073095e-01   3.7632974167758322e-03
   9.6872943851206705e-01   3.9269190435921725e-03
   9.6872858178340315e-01   4.0905406704085136e-03
   9.6872772505473925e-01   4.2541622972248538e-03
   9.6872686832607546e-01   4.4177839240411940e-03
   9.6872601159741156e-01   4.5814055508575351e-03
   9.6872515486874766e-01   4.7450271776738754e-03
   9.6872429814008387e-01   4.9086488044902156e-03
   9.6872344141141997e-01   5.0722704313065567e-03
   9.6872258468275607e-01   5.2358920581228969e-03
   9.6872172795409217e-01   5.3995136849392372e-03
   9.6872087122542827e-01   5.5631353117555783e-03
